1	0.540302	0.291927
2	-0.416147	0.173178
3	-0.989992	0.980085
4	-0.653644	0.42725
5	0.283662	0.0804642
6	0.96017	0.921927
7	0.753902	0.568369
8	-0.1455	0.0211703
9	-0.91113	0.830158
10	-0.839072	0.704041
11	0.0044257	1.95868e-05
12	0.843854	0.71209
13	0.907447	0.82346
14	0.136737	0.0186971
15	-0.759688	0.577126
16	-0.957659	0.917112
17	-0.275163	0.0757149
18	0.660317	0.436018
19	0.988705	0.977537
20	0.408082	0.166531
21	-0.547729	0.300007
22	-0.999961	0.999922
23	-0.532833	0.283911
24	0.424179	0.179928
25	0.991203	0.982483
26	0.646919	0.418505
27	-0.292139	0.0853451
28	-0.962606	0.92661
29	-0.748058	0.55959
30	0.154251	0.0237935
31	0.914742	0.836754
32	0.834223	0.695929
33	-0.0132767	0.000176272
34	-0.84857	0.720072
35	-0.903692	0.81666
36	-0.127964	0.0163747
37	0.765414	0.585859
38	0.955074	0.912166
39	0.266643	0.0710985
40	-0.666938	0.444806
41	-0.987339	0.974839
42	-0.399985	0.159988
43	0.555113	0.308151
44	0.999843	0.999687
45	0.525322	0.275963
46	-0.432178	0.186778
47	-0.992335	0.98473
48	-0.640144	0.409785
49	0.300593	0.0903559
50	0.964966	0.931159
51	0.742154	0.550793
52	-0.162991	0.026566
53	-0.918283	0.843243
54	-0.82931	0.687755
55	0.0221268	0.000489593
56	0.85322	0.727985
57	0.899867	0.80976
58	0.11918	0.0142039
59	-0.77108	0.594565
60	-0.952413	0.90709
61	-0.258102	0.0666165
62	0.673507	0.453612
63	0.985897	0.971992
64	0.391857	0.153552
65	-0.562454	0.316354
66	-0.999647	0.999295
67	-0.51777	0.268086
68	0.440143	0.193726
69	0.99339	0.986824
70	0.633319	0.401093
71	-0.309023	0.095495
72	-0.967251	0.935574
73	-0.736193	0.54198
74	0.171717	0.0294868
75	0.921751	0.849625
76	0.824331	0.679522
77	-0.030975	0.000959453
78	-0.857803	0.735826
79	-0.895971	0.802764
80	-0.110387	0.0121853
81	0.776686	0.603241
82	0.949678	0.901888
83	0.24954	0.0622703
84	-0.680023	0.462432
85	-0.984377	0.968997
86	-0.383698	0.147224
87	0.56975	0.324615
88	0.999373	0.998747
89	0.510177	0.260281
90	-0.448074	0.20077
91	-0.994367	0.988767
92	-0.626444	0.392433
93	0.317429	0.100761
94	0.969459	0.939851
95	0.730174	0.533153
96	-0.18043	0.0325551
97	-0.925148	0.855898
98	-0.819288	0.671233
99	0.0398209	0.0015857
