10	0.541826
11	0.480037
12	0.61418
13	0.610039
14	0.427056
15	0.547313
16	0.518508
17	0.350742
18	0.641118
19	0.499766
20	0.535569
21	0.494377
22	0.496571
23	0.602506
24	0.527239
25	0.507365
26	0.464106
27	0.461715
28	0.53086
29	0.4491
30	0.454211
31	0.448432
32	0.487391
33	0.486008
34	0.526421
35	0.461907
36	0.528943
37	0.600645
38	0.533202
39	0.482005
40	0.528166
41	0.507518
42	0.501282
43	0.567524
44	0.574967
45	0.474046
46	0.47396
47	0.547293
48	0.482324
49	0.467359
50	0.523892
51	0.461316
52	0.469405
53	0.552291
54	0.556256
55	0.479415
56	0.53279
57	0.502278
58	0.494983
59	0.633099
60	0.552158
61	0.459797
62	0.520746
63	0.472381
64	0.495374
65	0.465198
66	0.433519
67	0.528399
68	0.552601
69	0.482743
70	0.500614
71	0.510101
72	0.475528
73	0.490026
74	0.506846
75	0.541448
76	0.466965
77	0.468519
78	0.484816
79	0.513538
80	0.496676
81	0.462327
82	0.473835
83	0.513081
84	0.513188
85	0.467846
86	0.481377
87	0.468659
88	0.5017
89	0.512635
90	0.475714
91	0.512249
92	0.461237
93	0.490852
94	0.487571
95	0.474099
96	0.496954
97	0.551596
98	0.447845
99	0.489381
100	0.486117
101	0.473591
102	0.434328
103	0.500992
104	0.519191
105	0.521022
106	0.496574
107	0.514727
108	0.510994
109	0.549898
110	0.502046
111	0.524816
112	0.574289
113	0.485084
114	0.471005
115	0.517889
116	0.465423
117	0.466365
118	0.481127
119	0.561121
120	0.500453
121	0.512672
122	0.511178
123	0.496515
124	0.503134
125	0.501356
126	0.476842
127	0.483142
128	0.513624
129	0.527809
130	0.500062
131	0.475441
132	0.489998
133	0.496296
134	0.473148
135	0.468301
136	0.512526
137	0.528997
138	0.525473
139	0.497614
140	0.495276
141	0.480372
142	0.48191
143	0.50643
144	0.48523
145	0.490996
146	0.507322
147	0.492635
148	0.485857
149	0.478533
150	0.507281
151	0.477543
152	0.491225
153	0.464806
